ID,Name,Yield Count,Yield Units,Yield Units Descriptor,Cost,Cost Per Unit,Categories,Allergens,Label Certifications,Ingredient List,Target Margin,Minimum Sell Price (calculated based on target margin),Sell Quantity,Sell Price,Sell Price Per Unit,Sell Margin,Food Cost Percentage
283946,V/GF Brownie Batter Up (Peafection),2.0,each,tubs,8792.169,4396.084,Peafection Icecream,"Coconut*, Pea protein, Soy, Tree nuts","","v/gf brownies (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., white sugar, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), potato starch, tapioca flour, baking soda, psyllium husk, baking vanilla, salt), cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, peapal, gmf cake batter flavor, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
242291,V/Gf Brownies,1.0,g,"",8.729,8.729,"","Coconut*, Soy","","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., white sugar, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), potato starch, tapioca flour, baking soda, psyllium husk, baking vanilla, salt",,,1,,,,
262444,V/GF Chocolate Cake,925.0,g,batter,4.794,0.00518,"","Coconut*, Soy, Tree nuts","","coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, light corn syrup, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking powder, salt, baking soda, white vinegar, canola oil",,,1,,,,
242292,V/GF Chocolate Chip Cookies,1.0,g,"",3.791,3.791,"","","","bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, white sugar, dark brown sugar, baking soda, baking vanilla, baking powder, sea salt, canola oil",,,1,,,,
284905,V/GF Coffee Caramel Brownie Icecream,1.0,each,tub,12242.881,12242.881,Oat Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","v/gf brownies (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., white sugar, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), potato starch, tapioca flour, baking soda, psyllium husk, baking vanilla, salt), water, organic tapioca syrup, organic cane sugar, organic white rice syrup, organic starch, natural flavors, pectin, salt, caramel color, annatto color , cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, espresso powder, indonesian vanilla extract 2x, dark cocoa powder, trablit coffee extract",,,1,,,,
260421,V/gf Cookie Monster Icecream,1.0,each,tub,2688.626,2688.626,Oat Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","v/gf edible chocolate chip dough (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., enjoy life mini chocolate chips (cane sugar, unsweetened chocolate, cocoa butter), light brown sugar, water, baking vanilla, sea salt), v/gf chocolate chip cookies (bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan chocolate chips, water, white sugar, dark brown sugar, baking soda, baking vanilla, baking powder, sea salt, canola oil), cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, sugar, white rice flour, tapioca starch, palm oil, soybean and/or canola oil, whole oat flour, cornstarch, cocoa (processed with alkali), invert sugar, soy lecithin, baking soda, salt, xanthan gum, chocolate, artificial flavor.contains: soy., madagascar vanilla 2x (bourbon vanilla), spirulina powder",,,1,,,,
242601,V/GF CornFlake Pie Crust,1.0,each,servings,6.211,6.211,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., corn flakes, light corn syrup, maple syrup, white sugar, cinnamon (powdered)",,,1,,,,
242294,V/GF Edible Chocolate Chip Dough,1500.0,g,"",12.811,0.00854,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., enjoy life mini chocolate chips (cane sugar, unsweetened chocolate, cocoa butter), light brown sugar, water, baking vanilla, sea salt",,,1,,,,
242602,V/GF Gingersnap Cookies,650.0,g,,1.225,0.00189,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, light brown sugar, molasses, white sugar, water, potato starch, tapioca flour, baking soda, psyllium husk, baking soda, ginger, cinnamon (powdered), baking vanilla, salt, nutmeg",,,1,,,,
242604,V/GF Gingersnap Crumbs,1.0,each,servings,0.934,0.934,"",Coconut*,"","v/gf gingersnap cookies (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, light brown sugar, molasses, white sugar, water, potato starch, tapioca flour, baking soda, psyllium husk, baking soda, ginger, cinnamon (powdered), baking vanilla, salt, nutmeg), plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, cornstarch, sea salt",,,1,,,,
242600,V/GF Granola,1.0,g,"",9.984,9.984,"",Coconut*,"","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., gluten free rolled oats, light brown sugar, maple syrup, dried apples, salt, cinnamon (powdered)",,,1,,,,
242297,V/GF Lime Curd,4.0,qt,"",13.172,3.293,"","Coconut*, Tree nuts","","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), white sugar, cornstarch, green color, turmeric gmf, salt",,,1,,,,
283632,V/gf Peach Melba Icecream,1.0,each,tub,35291.111,35291.111,Oat Vegan Ice Cream,"Soy, Tree nuts","","raspberry gmf, raspberry puree, white peach puree, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, tahitian vanilla, peach flavor gmf",,,1,,,,
283955,V/GF Raspberry Blondie Icerceam,1.0,each,tub,2919.966,2919.966,Oat Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","v/gf blondies (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, vegan white chocolate chips, light brown sugar, white sugar, water, maple syrup, potato starch, tapioca flour, baking soda, psyllium husk, baking soda, baking vanilla, salt), raspberry jam, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, madagascar vanilla 2x (bourbon vanilla)",,,1,,,,
291719,V/GF Swiss Roll (for christmas),2.0,each,logs,2.629,1.315,"","Coconut*, Eggs, Soy, Tree nuts","","large eggs, white sugar, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), baking vanilla, baking powder, sea salt, canola oil",,,1,,,,
242234,V/GF Vanilla Cake,1.0,each,servings,5.596,5.596,"","Coconut*, Tree nuts","","coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, baking powder, chickpeas (aquafaba), baking vanilla, white vinegar, salt, canola oil",,,1,,,,
215069,Vanilla #3,1.5,each,Tubs,45.037,30.025,"",Milk,"","tahitian vanilla, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229611,Vanilla Cake,1400.0,g,Single batch,5.22,0.00373,"","Eggs, Gluten, Milk","","white sugar, flour, milk, whole, large eggs, sourcream, baking vanilla, baking powder, salt, canola oil",,,1,,,,
228827,Vanilla Cardamom Molasses Icecream,1.0,each,tubs,46.723,46.723,Dairy Ice Cream,Milk,"","molasses, tahitian vanilla, cardamom (powdered), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
250493,Vegan Avocado Lime Icecream,1.5,each,tubs,56.407,37.605,Coconut Vegan Ice Cream,Tree nuts,"","avocado, limes, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
237266,Vegan Blackberry Icecream,2.5,each,tubs,100.304,40.122,Coconut Vegan Ice Cream,Tree nuts,"","blackberry puree, white sugar, madagascar vanilla 2x (bourbon vanilla), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
286372,Vegan Blueberry Lavender Icecream,1.0,each,tubs,9.57,9.57,Oat Vegan Ice Cream,"Soy, Tree nuts","","blueberries, frozen, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, lavender extract",,,1,,,,
275105,Vegan Candy Cane Peafection,2.0,each,Tubs,55.247,27.623,Peafection Icecream,"Pea protein, Tree nuts","","peppermint candy, peapal, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor, peppermint oil",,,1,,,,
291720,Vegan Caramel (housemade),1.0,g,"",1928.913,1928.913,"",Coconut*,"","condensed oat cream (water, oats 20%, cane sugar, virgin coconut oil, guar gum, calcium carbonate, sea salt), light brown sugar, plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., salt, baking vanilla, apple cider vinegar, water, organic oats, organic sunflower oil, salt, potassium corbonate ",,,1,,,,
283948,Vegan Cherry Icecream,1.5,each,tubs,4472.406,2981.604,Coconut Vegan Ice Cream,Tree nuts,"","candied black cherries, cherry flavor gmf, beet powder, madagascar vanilla 2x (bourbon vanilla), gmf caramel color, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
275093,Vegan Choco-Berry Kiss Icecream,1.75,each,Tubs,69.244,39.568,Coconut Vegan Ice Cream,"Soy, Tree nuts","","cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
275089,Vegan Chocolate Chai,1.25,each,Tubs,316.478,253.182,"","Soy, Tree nuts","","white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), chocolate flavor, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, organic chai concentrate",,,1,,,,
236494,Vegan Chocolate Icecream,1.0,each,tubs,69.244,69.244,Coconut Vegan Ice Cream,"Soy, Tree nuts","","cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
275083,Vegan Chocolate Peafection,2.0,each,Tubs,60.041,30.021,Peafection Icecream,"Pea protein, Soy, Tree nuts","","cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, peapal, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
275079,Vegan Coffee Oreo Peafection,2.0,each,Tubs,1853.473,926.736,Peafection Icecream,"Pea protein, Soy, Tree nuts","","sugar, white rice flour, tapioca starch, palm oil, soybean and/or canola oil, whole oat flour, cornstarch, cocoa (processed with alkali), invert sugar, soy lecithin, baking soda, salt, xanthan gum, chocolate, artificial flavor.contains: soy., peapal, espresso powder, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
248641,Vegan Cookies And Dreams Ice Cream,1.5,each,tubs,1155.612,770.408,Coconut Vegan Ice Cream,"Soy, Tree nuts","","sugar, white rice flour, tapioca starch, palm oil, soybean and/or canola oil, whole oat flour, cornstarch, cocoa (processed with alkali), invert sugar, soy lecithin, baking soda, salt, xanthan gum, chocolate, artificial flavor.contains: soy., madagascar vanilla 2x (bourbon vanilla), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
291718,Vegan Cream Cheese Frosting,1.0,g,"",552.95,552.95,"",Coconut*,"","vegan cream cheese, powdered sugar, plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., baking vanilla, citric acid powder",,,1,,,,
276646,Vegan Creamsicle Icecream,2.0,each,Tubs,2676.237,1338.118,Coconut Vegan Ice Cream,Tree nuts,"","orange syrup (water, white sugar, fruit bracer, citric acid powder), mandarin puree, white sugar, madagascar vanilla 2x (bourbon vanilla), orange bitters, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, orange oil",,,1,,,,
275091,Vegan Death by Chocolate coconut boogaloo,1.5,each,Tubs,81.437,54.291,Coconut Vegan Ice Cream,"Coconut*, Soy, Tree nuts","","runny sauce (white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt, water), v/gf chocolate cake (coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, light corn syrup, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking powder, salt, baking soda, white vinegar, canola oil), cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
242306,Vegan Donuts,6.0,each,Donuts,2.08,0.347,"","Coconut*, Tree nuts","","bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, maple syrup, coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), white vinegar, baking powder, baking vanilla, salt",,,1,,,,
262466,Vegan Fudge,1.0,g,"",14.845,14.845,"","Coconut*, Soy","","plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., soy milk, light corn syrup, vegan chocolate chips, maple syrup, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt",,,1,,,,
275080,Vegan Ginger Peafection,2.0,each,Tubs,50.732,25.366,Peafection Icecream,"Pea protein, Tree nuts","","peapal, indonesian vanilla extract 2x, ginger, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
237264,Vegan Golden Milk,1.0,each,tubs,56.216,56.216,Coconut Vegan Ice Cream,Tree nuts,"","turmeric (powdered), cinnamon (powdered), ginger, indonesian vanilla extract 2x, cardamom (powdered), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, pepper",,,1,,,,
287304,Vegan Huckleberry Icecream,2.0,each,"",57.435,28.717,Coconut Vegan Ice Cream,Tree nuts,"","huckleberries, white sugar, orange blossom water, tahitian vanilla, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
287312,Vegan Jam and Tea Icecream (Pea),2.0,each,tubs,35974.453,17987.226,Peafection Icecream,"Pea protein, Tree nuts","","bergamot gmf, earl grey syrup (water, white sugar, earl grey tea), sugar, blackberries, water, fruit pectin, citric acid, potassium sorbrate, peapal, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
275099,Vegan lemon curd,1.0,g,"",0,0,"","","","",,,1,,,,
275097,Vegan Lemon Meringue Pie Icecream,2.0,each,Tubs,602.953,301.476,Coconut Vegan Ice Cream,Tree nuts,"","v/gf graham crackers, vegan meringue (white sugar, chickpeas (aquafaba), baking vanilla, cream of tartar), lemon emulsion gmf, turmeric gmf, madagascar vanilla 2x (bourbon vanilla), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, lemon oil",,,1,,,,
244544,Vegan Lemon Poppy Seed,1.0,each,servings,64.675,64.675,Coconut Vegan Ice Cream,Tree nuts,"","poppyseeds, lemon emulsion gmf, turmeric gmf, madagascar vanilla 2x (bourbon vanilla), lemon oil, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
242605,Vegan Maple HoneyComb Candy,1.0,each,servings,2.767,2.767,"","","","white sugar, maple syrup, water, baking soda, sea salt",,,1,,,,
275098,Vegan meringue,1.0,g,"",0.831,0.831,"","","","white sugar, chickpeas (aquafaba), baking vanilla, cream of tartar",,,1,,,,
286298,Vegan Mocho-Nut Icecream,1.5,each,tubs,60.291,40.194,Coconut Vegan Ice Cream,"Soy, Tree nuts","","shredded coconut, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), espresso powder, mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
286623,Vegan Neapolitan Icecream,3.0,each,tubs,107.308,35.769,Coconut Vegan Ice Cream,"Soy, Tree nuts","","vegan strawberry ice cream (strawberry puree, white sugar, tahitian vanilla, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
), vegan chocolate icecream (cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
), vegan vanilla bean icecream (tahitian vanilla, madagascar vanilla 2x (bourbon vanilla), mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, vanilla bean paste)",,,1,,,,
286403,Vegan Peach Bourbon Icecream,1.5,each,tubs,3.513,2.342,Oat Vegan Ice Cream,"Soy, Tree nuts","","peaches, cane sugar, glucose, maltodextrin, coconut oil, palm oil, potato protein, oat flour,  salt, less than 1% of the following: cellulose gum, xanthan gum, modified food starch, calcium phosphate, mono and di-glycercides, potassium phosphate, soy lecithin, silicon dioxide. allergens: soy, peach flavor gmf, bourbon whiskey flavor (gmf)",,,1,,,,
286626,Vegan Pear Blackberry Crumble Icecream,2.0,each,tubs,11244.644,5622.322,Peafection Icecream,"Coconut*, Pea protein, Tree nuts","","v/gf granola (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., gluten free rolled oats, light brown sugar, maple syrup, dried apples, salt, cinnamon (powdered)), marionberry spread, white sugar, dried pears, peapal, madagascar vanilla 2x (bourbon vanilla), water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor, pear puree",,,1,,,,
286624,Vegan Pickle Icecream (PEA),1.5,each,tubs,54.464,36.309,Peafection Icecream,"Pea protein, Tree nuts","","cucumber, white sugar, peapal, green color, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
286286,Vegan Pumpkin Sage Maple Icecream,1.75,each,tubs,1452.106,829.775,Coconut Vegan Ice Cream,Tree nuts,"","pumpkin puree, white sugar, vegan maple honeycomb candy (white sugar, maple syrup, water, baking soda, sea salt), sage gmf, sea salt, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, pumpkin gmf",,,1,,,,
275102,Vegan Pumpkin Spice Icecream,2.0,each,Tubs,120.738,60.369,Coconut Vegan Ice Cream,Tree nuts,"","pumpkin puree, dark brown sugar, pumpkin pie spice mix (cinnamon (powdered), nutmeg, ginger, all spice, cloves), madagascar vanilla 2x (bourbon vanilla), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, pumpkin gmf",,,1,,,,
275086,Vegan S’mores Icecream,2.0,each,Tubs,688.875,344.438,Coconut Vegan Ice Cream,"Soy, Tree nuts","","runny sauce (white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt, water), v/gf graham crackers, vegan mini marshmallows, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, mexican vanilla 2x, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
276631,Vegan Spiced Chocolate Orange Icecream,2.0,each,Tubs,70.817,35.409,Coconut Vegan Ice Cream,"Soy, Tree nuts","","candied orange pieces, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), white sugar, chocolate flavor, indonesian vanilla extract 2x, all spice, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, orange oil, cloves, cinnamon flavor",,,1,,,,
237269,Vegan Strawberry Ice Cream,1.0,each,tubs,85.317,85.317,Coconut Vegan Ice Cream,Tree nuts,"","strawberry puree, white sugar, tahitian vanilla, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
286629,Vegan Strawberry Icecream (PEA),1.5,each,tubs,136051.465,90700.977,Peafection Icecream,"Pea protein, Tree nuts","","strawberry paste, strawberry puree, white sugar, peapal, 4-1 strawberries, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
286622,Vegan Strawberry Rhubarb Icecream,1.5,each,tubs,7452.055,4968.036,Coconut Vegan Ice Cream,Tree nuts,"","strawberries, frozen, roasted rhubarb (rhubarb, cut and washed, light brown sugar, white vinegar), white sugar, tahitian vanilla, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
242302,Vegan Sun Butter Date Bark,1.0,g,"",11.005,11.005,"","","","dates, vegan chocolate chips, sun butter, sea salt, canola oil",,,1,,,,
268283,Vegan Sun butter date bark Icecream,2.0,each,Tubs,16575.666,8287.833,Coconut Vegan Ice Cream,Tree nuts,"","vegan sun butter date bark (dates, vegan chocolate chips, sun butter, sea salt, canola oil), sun butter, maple syrup, cinnamon (powdered), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, cinnamon flavor",,,1,,,,
276614,Vegan Sweet Potato Pie icecream,2.0,each,Tubs,674.317,337.158,Coconut Vegan Ice Cream,Tree nuts,"","v/gf graham crackers, dark brown sugar, vegan mini marshmallows, indonesian vanilla extract 2x, cinnamon (powdered), coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
",,,1,,,,
